ID,Date,Month,mites/g,erios/g,grams_dry_weight,Eriophyoids,Tetranychoids,Phytoseiids,Other Mites,Block,Treatment,Field,N,tetranychoids/plant,tet_totals,tet_sd,tet_se,phytoseiids/plant,pred_totals,erios/plant,erios/plant/g,erio_totals,erio_sd,n_samples
Pheno 11,2021-05-26T00:00:00Z,May,1.0726325467361324,1.225865767698437,6.526,8,2,1,7,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 12,2021-05-26T00:00:00Z,May,0.9785533719318275,0.8970072576041752,12.263,11,1,1,12,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 13,2021-05-26T00:00:00Z,May,0.6708544245898641,0.7928279563334757,16.397,13,5,0,11,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 14,2021-05-26T00:00:00Z,May,1.748985588358752,0.5596753882748006,14.294,8,8,2,25,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 15,2021-05-26T00:00:00Z,May,0.4719814640006865,0.7294258989101519,23.306,17,4,1,11,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 16,2021-05-26T00:00:00Z,May,0.6228589224540642,0.8897984606486631,22.477,20,5,1,14,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 17,2021-05-26T00:00:00Z,May,1.1691348402182387,0.8768511301636789,20.528,18,9,1,24,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 18,2021-05-26T00:00:00Z,May,1.6813787305590586,0.7205908845253108,16.653,12,5,0,28,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 19,2021-05-26T00:00:00Z,May,1.160704864408568,0.42207449614857023,18.954,8,10,1,22,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 20,2021-05-26T00:00:00Z,May,0.5585392051557465,0.47261009667024706,23.275,11,7,0,13,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 21,2021-05-26T00:00:00Z,May,0.22867596615595703,1.8294077292476563,21.865,40,2,0,5,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 22,2021-05-26T00:00:00Z,May,0.24813895781637718,0.9511993382961125,24.18,23,3,0,6,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 23,2021-05-26T00:00:00Z,May,0.8120372581800812,1.289706233580129,20.935,27,7,0,17,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 24,2021-05-26T00:00:00Z,May,0.3370894731773091,1.6372917268612155,20.766,34,3,0,7,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 1,2021-06-02T00:00:00Z,June,0.6888633754305397,0.9950248756218906,13.065,13,3,0,9,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 2,2021-06-02T00:00:00Z,June,0.5335772543638997,4.4972940010671545,13.119,59,4,0,7,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 3,2021-06-02T00:00:00Z,June,0.9131661962477171,5.229951851236925,12.046,63,5,0,11,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 4,2021-06-02T00:00:00Z,June,0.3867616995414111,3.8123653240510524,18.099,69,2,1,7,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 5,2021-06-02T00:00:00Z,June,1.0003572704537336,7.645587709896392,13.995,107,5,1,14,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 6,2021-06-02T00:00:00Z,June,0.5197842895198492,9.745955428497174,15.391,150,8,0,8,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 7,2021-06-02T00:00:00Z,June,0.3787639669212802,0.3787639669212802,15.841,6,1,0,6,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 8,2021-06-02T00:00:00Z,June,0.8089104598344844,4.169000062223881,16.071,67,5,3,13,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 9,2021-06-02T00:00:00Z,June,0.9883050568275408,5.353319057815846,12.142,65,2,0,12,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 10,2021-06-02T00:00:00Z,June,0.4471383147853736,4.670111287758346,20.128,94,6,0,9,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 11,2021-06-02T00:00:00Z,June,0.46620046620046623,0.9324009324009325,10.725,10,2,1,5,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 12,2021-06-02T00:00:00Z,June,1.011784311391501,0.5356505177955005,16.802,9,7,0,17,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 13,2021-06-02T00:00:00Z,June,0.44940934771443247,2.311248073959938,15.576,36,5,1,7,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 14,2021-06-02T00:00:00Z,June,0.5925048141016146,3.1106502740334765,13.502,42,6,0,8,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 15,2021-06-02T00:00:00Z,June,1.139925904816187,8.05072670276432,14.036,113,5,0,16,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 16,2021-06-02T00:00:00Z,June,0.9383797309978105,0.5004691898654989,15.985,8,1,1,15,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 17,2021-06-02T00:00:00Z,June,0.9480470231323473,4.835039817974971,10.548,51,5,0,10,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 18,2021-06-02T00:00:00Z,June,1.4524328249818448,9.233322958813156,9.639,89,7,0,14,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 19,2021-06-02T00:00:00Z,June,0.19495077492933033,0.38990154985866066,10.259,4,2,0,2,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 20,2021-06-02T00:00:00Z,June,0.8761682242990654,16.549844236760123,10.272,170,3,0,9,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 21,2021-06-02T00:00:00Z,June,0.46000805014087753,5.750100626760969,17.391,100,4,1,8,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 22,2021-06-02T00:00:00Z,June,0.10686044026501389,4.274417610600556,9.358,40,5,1,1,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 23,2021-06-02T00:00:00Z,June,0.4068072411688928,0.06780120686148214,14.749,1,5,1,6,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 24,2021-06-02T00:00:00Z,June,0.3731621762818121,3.1345622807672218,13.399,42,4,0,5,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 1,2021-06-11T00:00:00Z,June,0.19453360568038128,0,10.281,0,1,0,2,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 2,2021-06-11T00:00:00Z,June,0,10.343206393982134,10.635,110,0,0,0,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 3,2021-06-11T00:00:00Z,June,0.7190106413574922,9.0595340811044,6.954,63,6,0,5,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 4,2021-06-11T00:00:00Z,June,0.4544938075218725,5.45392569026247,8.801,48,5,1,4,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 5,2021-06-11T00:00:00Z,June,0,2.0767296972346707,9.149,19,0,0,0,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 6,2021-06-11T00:00:00Z,June,1.0310164103445314,8.505885385342383,11.639,99,11,0,12,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 7,2021-06-11T00:00:00Z,June,0.38465237042023276,0.19232618521011638,10.399,2,2,0,4,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 8,2021-06-11T00:00:00Z,June,1.8830849844440805,3.193057147535615,12.214,39,7,3,23,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 9,2021-06-11T00:00:00Z,June,0.7195723684210527,1.0279605263157896,9.728,10,5,1,7,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 10,2021-06-11T00:00:00Z,June,0.3123048094940662,3.4353529044347284,9.606,33,2,0,3,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 11,2021-06-11T00:00:00Z,June,0.5375862377923125,2.3295403637666876,11.161,26,3,0,6,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 12,2021-06-11T00:00:00Z,June,0,0.7067692790953354,12.734,9,0,0,0,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 13,2021-06-11T00:00:00Z,June,0.206654267410622,1.0332713370531101,9.678,10,2,0,2,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 14,2021-06-11T00:00:00Z,June,0,0.2119093028183937,9.438,2,0,0,0,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 15,2021-06-11T00:00:00Z,June,0.4792879150975693,2.327969873331051,14.605,34,9,0,7,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 16,2021-06-11T00:00:00Z,June,0.670555890833501,4.224502112251056,14.913,63,5,0,10,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 17,2021-06-11T00:00:00Z,June,0.08063215610385423,1.2901144976616676,12.402,16,9,0,1,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 18,2021-06-11T00:00:00Z,June,0.9583133684714901,5.869669381887877,8.348,49,7,0,8,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 19,2021-06-11T00:00:00Z,June,0.07787555486332841,0,12.841,0,0,0,1,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 20,2021-06-11T00:00:00Z,June,0.30562347188264055,3.463732681336593,9.816,34,2,0,3,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 21,2021-06-11T00:00:00Z,June,1.2882171075231879,6.698728959120577,11.644,78,10,2,15,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 22,2021-06-11T00:00:00Z,June,0.42614847012699225,1.6193641864825705,11.733,19,3,0,5,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 23,2021-06-11T00:00:00Z,June,0.6222775357809583,0,9.642,0,2,0,6,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 24,2021-06-11T00:00:00Z,June,0.4280363830925628,2.7822364901016585,9.345,26,6,0,4,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 1,2021-06-17T00:00:00Z,June,0.6217616580310881,0.10362694300518134,9.65,1,5,0,6,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 2,2021-06-17T00:00:00Z,June,0,9.549924357034795,10.576,101,0,0,0,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 3,2021-06-17T00:00:00Z,June,0,6.9105691056910565,12.3,85,0,0,0,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 4,2021-06-17T00:00:00Z,June,0.476114902396445,16.18790668147913,6.301,102,1,0,3,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 5,2021-06-17T00:00:00Z,June,0.1474056603773585,9.507665094339623,13.568,129,2,0,2,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 6,2021-06-17T00:00:00Z,June,0.0963948332369385,1.156737998843262,10.374,12,0,0,1,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 7,2021-06-17T00:00:00Z,June,0.16462260268334844,0.5761791093917196,12.149,7,1,0,2,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 8,2021-06-17T00:00:00Z,June,1.3297872340425532,2.9013539651837523,8.272,24,7,1,11,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 9,2021-06-17T00:00:00Z,June,0.27075812274368233,8.844765342960288,11.08,98,2,0,3,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 10,2021-06-17T00:00:00Z,June,0.2738225629791895,3.4684191310697337,10.956,38,2,0,3,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 11,2021-06-17T00:00:00Z,June,0.2789089083505327,0.7251631617113851,17.927,13,3,0,5,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 12,2021-06-17T00:00:00Z,June,0.323807981866753,1.6999919048004533,12.353,21,2,0,4,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 13,2021-06-17T00:00:00Z,June,0.8641975308641976,0.7407407407407408,8.1,6,3,2,7,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 14,2021-06-17T00:00:00Z,June,0.2687208885704049,0.5374417771408098,11.164,6,3,0,3,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 15,2021-06-17T00:00:00Z,June,0.3211922656902422,6.4238453138048435,15.567,100,3,0,5,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 16,2021-06-17T00:00:00Z,June,1.4354066985645932,2.5974025974025974,14.63,38,23,0,21,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 17,2021-06-17T00:00:00Z,June,0.922112251798119,0.49179320095899676,16.267,8,10,2,15,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 18,2021-06-17T00:00:00Z,June,0.3692080487354624,3.8766845117223556,10.834,42,1,0,4,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 19,2021-06-17T00:00:00Z,June,0,0,13.874,0,0,0,0,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 20,2021-06-17T00:00:00Z,June,0.1757006061670913,8.0822278836862,11.383,92,0,0,2,B,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 21,2021-06-17T00:00:00Z,June,0.3959611958028113,5.543456741239359,5.051,28,1,0,2,B,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 22,2021-06-17T00:00:00Z,June,1.3146886578223973,11.712680769690449,8.367,98,10,0,11,B,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 23,2021-06-17T00:00:00Z,June,0.4636606004404775,0,8.627,0,2,0,4,B,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 24,2021-06-17T00:00:00Z,June,0.23090688679789875,6.6385729954395885,17.323,115,3,0,4,B,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 1,2021-06-24T00:00:00Z,June,1.1031439602868174,0,7.252,0,4,1,8,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 2,2021-06-24T00:00:00Z,June,0.2796420581655481,4.7539149888143175,7.152,34,1,0,2,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 3,2021-06-24T00:00:00Z,June,0.37650602409638556,7.279116465863454,7.968,58,0,0,3,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 4,2021-06-24T00:00:00Z,June,2.730046571382688,12.68668700819014,6.227,79,14,3,17,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 5,2021-06-24T00:00:00Z,June,0.18670649738610903,6.908140403286034,5.356,37,1,0,1,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 6,2021-06-24T00:00:00Z,June,1.296711069197218,11.434633973830012,8.483,97,10,0,11,A,Water,Tallahassee,48,5.145833333333333,247,0.7192268307304401,0.06382106099953776,0.3125,15,22.519685039370078,NA,2860,0.6260881043837058,127
Pheno 7,2021-06-24T00:00:00Z,June,0.1300728407908429,0.2601456815816858,7.688,2,0,0,1,A,Kontos,Tallahassee,48,2.4166666666666665,116,0.3342186823915959,0.02931291755937782,0.125,6,1.7769230769230768,NA,231,0.11858423927825991,130
Pheno 8,2021-06-24T00:00:00Z,June,0.5179259941301722,2.934913966737642,17.377,51,10,0,9,A,Mites,Tallahassee,48,4.208333333333333,202,0.7964348753277306,0.07012218078116356,0.4375,21,23.9921875,NA,3071,0.7093220297257066,129
Pheno 9,2021-06-24T00:00:00Z,June,0,0.48828125,10.24,5,0,0,0,A,MA,Tallahassee,48,5.404255319148936,254,0.9368348704377336,0.13522046615836342,0.625,30,59.083333333333336,8.56,2836,0.9966606864886575,48
Pheno 10,2021-06-24T00:00:00Z,June,2.2750775594622543,1.723543605653223,14.505,25,28,2,33,A,Actigard,Tallahassee,48,5.895833333333333,283,1.1468040697817936,0.10097046826172941,0.4375,21,18.651162790697676,NA,2406,0.6152784190761346,129
Pheno 11,2021-06-24T00:00:00Z,June,0.9677865339416564,6.497995299322549,7.233,47,6,0,7,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
Pheno 12,2021-06-24T00:00:00Z,June,1.034340091021928,1.3446421183285064,19.336,26,9,1,20,C,Untreated,Tallahassee,48,6.5625,315,1.021054940485262,0.14737658618664085,0.75,36,19.1875,2.54,921,0.4748356072479221,48
