ID,Date,mites/g,erios/gram,grams_dry_weight,Eriophyoids,Other Mites,Block,Treatment,Field,N,Month,mites/plant,totals,sd,se,n_samples
Pheno 13,2021-06-11T00:00:00Z,1.2399256044637321,1.0332713370531101,9.678,10,2,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-06-11T00:00:00Z,0.2119093028183937,0.2119093028183937,9.438,2,0,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-06-11T00:00:00Z,2.80725778842862,2.327969873331051,14.605,34,7,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 16,2021-06-11T00:00:00Z,4.895058003084557,4.224502112251056,14.913,63,10,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-06-11T00:00:00Z,1.3707466537655217,1.2901144976616676,12.402,16,1,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-06-11T00:00:00Z,6.827982750359367,5.869669381887877,8.348,49,8,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-06-11T00:00:00Z,0.07787555486332841,0,12.841,0,1,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-06-11T00:00:00Z,3.7693561532192335,3.463732681336593,9.816,34,3,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 21,2021-06-11T00:00:00Z,7.986946066643765,6.698728959120577,11.644,78,15,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-06-11T00:00:00Z,2.0455126566095627,1.6193641864825705,11.733,19,5,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-06-11T00:00:00Z,0.6222775357809583,0,9.642,0,6,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-06-11T00:00:00Z,3.210272873194221,2.7822364901016585,9.345,26,4,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-06-17T00:00:00Z,0.7253886010362695,0.10362694300518134,9.65,1,6,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-06-17T00:00:00Z,9.549924357034795,9.549924357034795,10.576,101,0,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-06-17T00:00:00Z,6.9105691056910565,6.9105691056910565,12.3,85,0,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 4,2021-06-17T00:00:00Z,16.664021583875574,16.18790668147913,6.301,102,3,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-06-17T00:00:00Z,9.65507075471698,9.507665094339623,13.568,129,2,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-06-17T00:00:00Z,1.2531328320802004,1.156737998843262,10.374,12,1,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-06-17T00:00:00Z,0.740801712075068,0.5761791093917196,12.149,7,2,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-06-17T00:00:00Z,4.231141199226306,2.9013539651837523,8.272,24,11,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 9,2021-06-17T00:00:00Z,9.115523465703971,8.844765342960288,11.08,98,3,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-06-17T00:00:00Z,3.742241694048923,3.4684191310697337,10.956,38,3,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-06-17T00:00:00Z,1.004072070061918,0.7251631617113851,17.927,13,5,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-06-17T00:00:00Z,2.0237998866672062,1.6999919048004533,12.353,21,4,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-06-17T00:00:00Z,1.6049382716049383,0.7407407407407408,8.1,6,7,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-06-17T00:00:00Z,0.8061626657112146,0.5374417771408098,11.164,6,3,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-06-17T00:00:00Z,6.745037579495086,6.4238453138048435,15.567,100,5,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 16,2021-06-17T00:00:00Z,4.032809295967191,2.5974025974025974,14.63,38,21,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-06-17T00:00:00Z,1.4139054527571158,0.49179320095899676,16.267,8,15,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-06-17T00:00:00Z,4.245892560457818,3.8766845117223556,10.834,42,4,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-06-17T00:00:00Z,0,0,13.874,0,0,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-06-17T00:00:00Z,8.25792848985329,8.0822278836862,11.383,92,2,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 21,2021-06-17T00:00:00Z,5.93941793704217,5.543456741239359,5.051,28,2,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-06-17T00:00:00Z,13.027369427512847,11.712680769690449,8.367,98,11,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-06-17T00:00:00Z,0.4636606004404775,0,8.627,0,4,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-06-17T00:00:00Z,6.869479882237488,6.6385729954395885,17.323,115,4,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2020-06-24T00:00:00Z,1.1031439602868174,0,7.252,0,8,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2020-06-24T00:00:00Z,5.033557046979865,4.7539149888143175,7.152,34,2,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2020-06-24T00:00:00Z,7.655622489959839,7.279116465863454,7.968,58,3,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 4,2020-06-24T00:00:00Z,15.416733579572828,12.68668700819014,6.227,79,17,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2020-06-24T00:00:00Z,7.0948469006721435,6.908140403286034,5.356,37,1,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2020-06-24T00:00:00Z,12.73134504302723,11.434633973830012,8.483,97,11,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2020-06-24T00:00:00Z,0.39021852237252863,0.2601456815816858,7.688,2,1,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2020-06-24T00:00:00Z,3.452839960867814,2.934913966737642,17.377,51,9,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 9,2020-06-24T00:00:00Z,0.48828125,0.48828125,10.24,5,0,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2020-06-24T00:00:00Z,3.9986211651154773,1.723543605653223,14.505,25,33,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2020-06-24T00:00:00Z,7.465781833264206,6.497995299322549,7.233,47,7,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2020-06-24T00:00:00Z,2.3789822093504345,1.3446421183285064,19.336,26,20,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2020-06-24T00:00:00Z,3.6499068901303535,0.8193668528864059,13.425,11,38,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2020-06-24T00:00:00Z,10.970464135021096,0.3616636528028933,8.295,3,88,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2020-06-24T00:00:00Z,8.95477462563022,7.525020693806908,13.289,100,19,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 16,2020-06-24T00:00:00Z,10.966317738374991,8.758812219611194,14.043,123,31,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2020-06-24T00:00:00Z,9.411132024737833,6.184458187684862,7.438,46,24,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2020-06-24T00:00:00Z,7.257279405257103,6.195238516682893,11.299,70,12,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2020-06-24T00:00:00Z,0.4088307440719542,0.08176614881439084,12.23,1,4,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2020-06-24T00:00:00Z,7.765777024011426,7.319467999642953,11.203,82,5,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 21,2020-06-24T00:00:00Z,8.165225744476466,6.964457252641691,4.164,29,5,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2020-06-24T00:00:00Z,25.787006028131277,24.78231748158071,2.986,74,3,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2020-06-24T00:00:00Z,11.036926011718217,8.720534132715628,7.339,64,17,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2020-06-24T00:00:00Z,9.035649745358961,5.421389847215377,6.087,33,22,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2020-06-30T00:00:00Z,0.7128007128007128,0.1782001782001782,33.67,6,18,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2020-06-30T00:00:00Z,7.441016333938294,6.170598911070781,5.51,34,7,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2020-06-30T00:00:00Z,31.79735920237133,30.45001347345729,3.711,113,5,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 4,2020-06-30T00:00:00Z,26.698309107089884,24.77009789380006,6.742,167,13,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2020-06-30T00:00:00Z,18.33776989056492,16.26737651582372,3.381,55,7,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2020-06-30T00:00:00Z,21.42857142857143,19.5578231292517,5.88,115,11,A,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2020-06-30T00:00:00Z,0.9801999607920016,0.7841599686336013,5.101,4,1,A,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2020-06-30T00:00:00Z,2.785515320334262,1.392757660167131,4.308,6,6,A,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 9,2020-06-30T00:00:00Z,7.471980074719801,4.2341220423412205,4.015,17,13,A,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2020-06-30T00:00:00Z,16.93298354400191,15.74051991414262,4.193,66,5,A,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2020-06-30T00:00:00Z,2.663115845539281,2.663115845539281,7.51,20,0,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2020-06-30T00:00:00Z,0.9380863039399625,0.5360493165371214,7.462,4,3,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2020-06-30T00:00:00Z,5.9661915810407695,1.3258203513423932,3.017,4,14,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2020-06-30T00:00:00Z,3.296373988612526,1.1986814504045549,3.337,4,7,C,Untreated,Tallahassee,48,June,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2020-06-30T00:00:00Z,9.788926277148974,8.718262465585806,6.538,57,7,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 16,2020-06-30T00:00:00Z,24.291497975708502,15.842281288505545,5.681,90,48,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2020-06-30T00:00:00Z,9.859885832900883,5.708354955889985,5.781,33,24,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2020-06-30T00:00:00Z,35.79418344519016,35.155001597954616,3.129,110,2,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2020-06-30T00:00:00Z,0.7688759034291865,0.15377518068583731,6.503,1,4,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2020-06-30T00:00:00Z,12.869495274482205,12.467323547154635,4.973,62,2,B,Mites,Tallahassee,48,June,NA,NA,NA,NA,129
Pheno 21,2020-06-30T00:00:00Z,21.61605764282038,16.46937725167267,1.943,32,10,B,Mites + Actigard,Tallahassee,48,June,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2020-06-30T00:00:00Z,20.71563088512241,19.774011299435028,2.124,42,2,B,Actigard,Tallahassee,48,June,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2020-06-30T00:00:00Z,5.369928400954654,1.7899761336515514,1.676,3,6,B,Kontos,Tallahassee,48,June,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2020-06-30T00:00:00Z,18.350140519094065,17.027607869069268,6.049,103,8,B,Water,Tallahassee,48,June,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-07-09T00:00:00Z,0.9769441187964047,0.19538882375928096,5.118,1,4,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-07-09T00:00:00Z,6.889179237439126,5.820168666112364,8.419,49,9,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-07-09T00:00:00Z,27.540983606557376,26.885245901639344,4.575,123,3,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 4,2021-07-09T00:00:00Z,7.758202683045094,7.758202683045094,6.187,48,0,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-07-09T00:00:00Z,6.778451658936853,6.778451658936853,2.803,19,0,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-07-09T00:00:00Z,7.3563218390804606,7.126436781609196,4.35,31,1,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-07-09T00:00:00Z,3.1160115052732507,2.3969319271332696,4.172,10,3,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
