Path,Peak No.,Peak Name,Retention Time (min),Area (counts*min),Height (counts),Relative Area (%),Relative Height (%),Injection Method,Injection Type,Sample,Treatment,Channel,Location,IS Relative Area (%)
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,16,NA,19.927,13229437.8,304696276.593,0.61,3.34,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.007045391518119426
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Copaene <alpha->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,17,NA,21.298,8013094.722,139181758.971,0.37,1.53,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.004267406555119548
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Bourbonene <beta->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,18,NA,21.696,3047318.62,86249567.233,0.14,0.95,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.001622862065866124
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Caryophyllene <beta->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Cubebene <beta->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,"Bergamotene <alpha-, cis->",NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Zonarene,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Murrolene <gamma->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,19,NA,24.192,4356598.912,90610691.011,0.2,0.99,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.0023201246709405226
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Murrolene <alpha->,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,"Farnesene <(E,E)-, alpha->",NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,20,NA,25.454,9223841.363,84882682.272,0.42,0.93,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.004912194659047364
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Caryophyllene oxide,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,21,NA,27.467,21449177.512,431446354.354,0.99,4.73,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.011422847712673224
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,"Napthlene, 1,6-dimethyl-4-1-methylethyl)-)",NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,22,NA,29.304,3626469.062,65409651.861,0.17,0.72,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.0019312910160201445
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Sulindac sulfide,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,23,NA,31.205,3410927.168,66598780.781,0.16,0.73,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,0.0018165032937643285
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,NA,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
./data/rrd_spme/TIC/blank_bag_1ul_nonyl_acetate_field_Integration.txt,NA,Squalene,NA,NA,NA,NA,NA,rrd_spme,blank,blank_bag_1ul_nonyl_acetate_field,NA,TIC,field,NA
